,PERSON_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_ABBREVIATION,FROM_YEAR,TO_YEAR,GREATEST_75_FLAG
435,1641771,Jalen Slawson,1610612758,SAC,2023.0,2024.0,N
436,1630606,Javonte Smart,0,,2021.0,2023.0,N
437,203935,Marcus Smart,1610612763,MEM,2014.0,2024.0,N
438,1630696,Dru Smith,1610612748,MIA,2022.0,2024.0,N
439,202397,Ish Smith,0,,2010.0,2023.0,N
440,1630188,Jalen Smith,1610612741,CHI,2020.0,2024.0,N
441,1631173,Terquavion Smith,1610612755,PHI,2023.0,2023.0,N
442,1628372,Dennis Smith Jr.,1610612751,BKN,2017.0,2024.0,N
443,1631095,Jabari Smith Jr.,1610612745,HOU,2022.0,2024.0,N
444,1641733,Nick Smith Jr.,1610612766,CHA,2023.0,2024.0,N
445,1631110,Jeremy Sochan,1610612759,SAS,2022.0,2024.0,N
446,1630531,Jaden Springer,1610612738,BOS,2021.0,2024.0,N
447,1630205,Lamar Stevens,1610612763,MEM,2020.0,2024.0,N
448,1630191,Isaiah Stewart,1610612765,DET,2020.0,2024.0,N
449,1631124,Julian Strawther,1610612743,DEN,2023.0,2024.0,N
450,1629622,Max Strus,1610612739,CLE,2019.0,2024.0,N
451,1630591,Jalen Suggs,1610612753,ORL,2021.0,2024.0,N
452,1631306,Cole Swider,1610612748,MIA,2022.0,2024.0,N
453,1630256,Jae'Sean Tate,1610612745,HOU,2020.0,2024.0,N
454,1628369,Jayson Tatum,1610612738,BOS,2017.0,2024.0,N
455,1630678,Terry Taylor,0,,2021.0,2023.0,N
456,202066,Garrett Temple,1610612761,TOR,2009.0,2024.0,N
457,1631207,Dalen Terry,1610612741,CHI,2022.0,2024.0,N
458,1628464,Daniel Theis,1610612740,NOP,2017.0,2024.0,N
459,1630560,Cam Thomas,1610612751,BKN,2021.0,2024.0,N
460,1641708,Amen Thompson,1610612745,HOU,2023.0,2024.0,N
461,1641709,Ausar Thompson,1610612765,DET,2023.0,2024.0,N
462,202691,Klay Thompson,1610612742,DAL,2011.0,2024.0,N
463,202684,Tristan Thompson,1610612739,CLE,2011.0,2024.0,N
464,1630550,JT Thor,1610612766,CHA,2021.0,2023.0,N
465,1629680,Matisse Thybulle,1610612757,POR,2019.0,2024.0,N
466,1630214,Xavier Tillman,1610612738,BOS,2020.0,2024.0,N
467,1631210,Jacob Toppin,1610612752,NYK,2023.0,2024.0,N
468,1630167,Obi Toppin,1610612754,IND,2020.0,2024.0,N
469,1626157,Karl-Anthony Towns,1610612750,MIN,2015.0,2024.0,N
470,1629018,Gary Trent Jr.,1610612749,MIL,2018.0,2024.0,N
471,1631131,Oscar Tshiebwe,1610612754,IND,2023.0,2024.0,N
472,200782,P.J. Tucker,1610612746,LAC,2006.0,2024.0,N
473,1626167,Myles Turner,1610612754,IND,2015.0,2024.0,N
474,1641816,Hunter Tyson,1610612743,DEN,2023.0,2024.0,N
475,1630649,Stanley Umude,1610612749,MIL,2022.0,2024.0,N
476,202685,Jonas Valanciunas,1610612764,WAS,2012.0,2024.0,N
477,1627832,Fred VanVleet,1610612745,HOU,2016.0,2024.0,N
478,1629020,Jarred Vanderbilt,1610612747,LAL,2018.0,2024.0,N
479,1630170,Devin Vassell,1610612759,SAS,2020.0,2024.0,N
480,1628426,Sasha Vezenkov,1610612758,SAC,2023.0,2023.0,N
481,1629216,Gabe Vincent,1610612747,LAL,2019.0,2024.0,N
482,202696,Nikola Vucevic,1610612741,CHI,2011.0,2024.0,N
483,1629731,Dean Wade,1610612739,CLE,2019.0,2024.0,N
484,1630532,Franz Wagner,1610612753,ORL,2021.0,2024.0,N
485,1629021,Moritz Wagner,1610612753,ORL,2018.0,2024.0,N
486,1630688,Ish Wainright,1610612756,PHX,2021.0,2024.0,N
487,1631133,Jabari Walker,1610612757,POR,2022.0,2024.0,N
488,1641716,Jarace Walker,1610612754,IND,2023.0,2024.0,N
489,1629022,Lonnie Walker IV,1610612751,BKN,2018.0,2024.0,N
490,1641717,Cason Wallace,1610612760,OKC,2023.0,2024.0,N
491,1641775,Jordan Walsh,1610612738,BOS,2023.0,2024.0,N
492,1629023,P.J. Washington,1610612742,DAL,2019.0,2024.0,N
493,1630613,Duane Washington Jr.,1610612752,NYK,2021.0,2024.0,N
494,1631102,TyTy Washington Jr.,1610612749,MIL,2022.0,2024.0,N
495,1629139,Yuta Watanabe,1610612763,MEM,2018.0,2024.0,N
496,1630322,Lindy Waters III,1610612744,GSW,2021.0,2024.0,N
497,1630570,Trendon Watford,1610612751,BKN,2021.0,2024.0,N
498,1631212,Peyton Watson,1610612743,DEN,2022.0,2024.0,N
499,1641705,Victor Wembanyama,1610612759,SAS,2023.0,2024.0,N
500,1631104,Blake Wesley,1610612759,SAS,2022.0,2024.0,N
501,201566,Russell Westbrook,1610612746,LAC,2008.0,2023.0,Y
502,1629632,Coby White,1610612741,CHI,2019.0,2024.0,N
503,1628401,Derrick White,1610612738,BOS,2017.0,2024.0,N
504,1641727,Dariq Whitehead,1610612751,BKN,2023.0,2024.0,N
505,1641715,Cam Whitmore,1610612745,HOU,2023.0,2024.0,N
506,1630598,Aaron Wiggins,1610612760,OKC,2021.0,2024.0,N
507,203952,Andrew Wiggins,1610612744,GSW,2014.0,2024.0,N
508,1629623,Lindell Wigginton,0,,2021.0,2023.0,N
509,1629684,Grant Williams,1610612766,CHA,2019.0,2024.0,N
510,1631114,Jalen Williams,1610612760,OKC,2022.0,2024.0,N
511,1631119,Jaylin Williams,1610612760,OKC,2022.0,2024.0,N
512,1629026,Kenrich Williams,1610612760,OKC,2018.0,2024.0,N
513,1631109,Mark Williams,1610612766,CHA,2022.0,2024.0,N
514,1631466,Nate Williams,1610612745,HOU,2022.0,2024.0,N
515,1630172,Patrick Williams,1610612741,CHI,2020.0,2024.0,N
516,1630533,Ziaire Williams,1610612751,BKN,2021.0,2024.0,N
517,1629057,Robert Williams III,1610612757,POR,2018.0,2024.0,N
518,1631246,Vince Williams Jr.,1610612763,MEM,2022.0,2024.0,N
519,1629627,Zion Williamson,1610612740,NOP,2019.0,2024.0,N
520,1630592,Jalen Wilson,1610612751,BKN,2023.0,2024.0,N
521,1629685,Dylan Windler,1610612737,ATL,2019.0,2024.0,N
522,1630164,James Wiseman,1610612754,IND,2020.0,2024.0,N
523,1631209,Isaiah Wong,1610612754,IND,2023.0,2024.0,N
524,1626174,Christian Wood,1610612747,LAL,2015.0,2024.0,N
525,1626153,Delon Wright,1610612749,MIL,2015.0,2024.0,N
526,201152,Thaddeus Young,1610612756,PHX,2007.0,2024.0,N
527,1629027,Trae Young,1610612737,ATL,2018.0,2024.0,N
528,1630209,Omer Yurtseven,1610612762,UTA,2020.0,2023.0,N
529,203469,Cody Zeller,1610612737,ATL,2013.0,2024.0,N
530,1627826,Ivica Zubac,1610612746,LAC,2016.0,2024.0,N
