index,Name,FA_Year,Contract,Age_x,eFG,PPG,APG,RPG,SPG,BPG,MPG,is_AllStar,is_AllNBA,ID,Pos,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Season
65,Kent Bazemore,2020,2300000.0,30.0,0.45318352059925093,8.779411764705882,1.3676470588235294,4.323529411764706,1.088235294117647,0.5882352941176471,24.823529411764707,0.0,0.0,203145.0,SF,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.0,-0.5,2019-20
66,Justin Holiday,2020,6033333.333333333,31.0,0.565843621399177,8.26027397260274,1.273972602739726,3.26027397260274,1.1917808219178083,0.6301369863013698,25.013698630136986,0.0,0.0,203200.0,SF,1.6,2.6,4.2,0.112,-0.5,1.8,1.3,1.5,2019-20
67,JaMychal Green,2020,7500000.0,30.0,0.5596590909090909,6.825396825396825,0.7777777777777778,6.158730158730159,0.4603174603174603,0.38095238095238093,20.746031746031747,0.0,0.0,203210.0,PF,1.1,2.0,3.1,0.115,-1.2,0.7,-0.5,0.5,2019-20
68,JaMychal Green,2021,8500000.0,31.0,0.5681818181818182,8.120689655172415,0.9137931034482759,4.775862068965517,0.4482758620689655,0.3793103448275862,19.310344827586206,0.0,0.0,203210.0,PF,1.4,1.2,2.6,0.11,-0.5,-1.0,-1.5,0.1,2020-21
69,Aron Baynes,2020,7150000.0,33.0,0.5577427821522309,11.452380952380953,1.5952380952380953,5.642857142857143,0.23809523809523808,0.5476190476190477,22.238095238095237,0.0,0.0,203382.0,C,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2,2019-20
70,Nerlens Noel,2021,10666666.666666666,27.0,0.6143497757847534,5.0625,0.71875,6.359375,1.09375,2.203125,24.171875,0.0,0.0,203457.0,C,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,2020-21
71,Nerlens Noel,2023,3100000.0,29.0,0.375,2.0588235294117645,0.5882352941176471,2.7058823529411766,0.9411764705882353,0.5882352941176471,11.470588235294118,0.0,0.0,203457.0,C,-0.3,0.3,0.0,0.007,-6.5,2.6,-3.8,-0.1,2022-23
72,Alex Len,2021,3825000.0,28.0,0.6294964028776978,6.609375,0.765625,4.0625,0.3125,1.0,15.296875,0.0,0.0,203458.0,C,1.5,1.3,2.7,0.133,-1.2,1.0,-0.1,0.5,2020-21
73,Cody Zeller,2023,3100000.0,30.0,0.6271186440677966,6.533333333333333,0.6666666666666666,4.266666666666667,0.2,0.26666666666666666,14.466666666666667,0.0,0.0,203469.0,C,0.4,0.3,0.7,0.147,-2.0,-0.7,-2.8,0.0,2022-23
76,Dewayne Dedmon,2022,4500000.0,32.0,0.5982758620689655,6.298507462686567,0.7014925373134329,5.7611940298507465,0.3582089552238806,0.6268656716417911,15.895522388059701,0.0,0.0,203473.0,C,1.5,2.0,3.5,0.157,-2.2,1.1,-1.0,0.3,2021-22
77,Gorgui Dieng,2021,4000000.0,31.0,0.6134969325153374,6.7894736842105265,1.263157894736842,3.6842105263157894,0.6842105263157895,0.42105263157894735,14.552631578947368,0.0,0.0,203476.0,C,1.3,0.8,2.1,0.185,1.8,1.5,3.4,0.7,2020-21
78,Kelly Olynyk,2021,12333333.333333334,30.0,0.5738880918220947,13.5,2.9,6.985714285714286,1.1285714285714286,0.6,28.52857142857143,0.0,0.0,203482.0,C-PF,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,2020-21
79,Kentavious Caldwell-Pope,2020,13333333.333333334,27.0,0.5581854043392505,9.347826086956522,1.608695652173913,2.0579710144927534,0.8260869565217391,0.2028985507246377,25.536231884057973,0.0,0.0,203484.0,SG,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5,2019-20
80,Mason Plumlee,2020,8333333.333333333,30.0,0.6145833333333334,7.163934426229508,2.5245901639344264,5.19672131147541,0.5409836065573771,0.6229508196721312,17.327868852459016,0.0,0.0,203486.0,C,2.0,1.4,3.4,0.153,0.3,1.7,2.0,1.1,2019-20
81,Mason Plumlee,2023,5000000.0,33.0,0.6797520661157025,10.848101265822784,3.1012658227848102,8.860759493670885,0.5822784810126582,0.5949367088607594,25.9873417721519,0.0,0.0,203486.0,C,5.5,2.4,7.9,0.185,1.2,1.0,2.2,2.2,2022-23
82,Mike Muscala,2021,3500000.0,29.0,0.5730337078651685,9.685714285714285,0.8,3.7714285714285714,0.22857142857142856,0.3142857142857143,18.428571428571427,0.0,0.0,203488.0,C,0.9,0.4,1.3,0.096,0.9,-1.0,-0.1,0.3,2020-21
83,Tim Hardaway Jr.,2021,18000000.0,29.0,0.5603732162458837,16.614285714285714,1.8,3.2714285714285714,0.44285714285714284,0.15714285714285714,28.357142857142858,0.0,0.0,203501.0,SG,3.2,1.2,4.3,0.105,2.0,-1.7,0.4,1.2,2020-21
84,Victor Oladipo,2022,11000000.0,30.0,0.5821917808219178,12.375,3.5,2.875,0.625,0.125,21.625,0.0,0.0,203506.0,SG,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,2021-22
85,Raul Neto,2020,1800000.0,28.0,0.5315315315315315,5.092592592592593,1.7592592592592593,1.1296296296296295,0.4444444444444444,0.1111111111111111,12.37037037037037,0.0,0.0,203526.0,PG,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0.0,2019-20
86,Seth Curry,2023,4000000.0,32.0,0.5679287305122495,9.19672131147541,1.6229508196721312,1.639344262295082,0.5901639344262295,0.11475409836065574,19.852459016393443,0.0,0.0,203552.0,SG,0.9,0.9,1.8,0.07,-1.2,-0.9,-2.1,0.0,2022-23
87,Zach LaVine,2022,43040000.0,27.0,0.5543844856661045,24.402985074626866,4.522388059701493,4.597014925373134,0.6119402985074627,0.34328358208955223,34.74626865671642,1.0,0.0,203897.0,SG,4.5,1.3,5.8,0.12,3.9,-1.5,2.4,2.6,2021-22
88,Elfrid Payton,2020,5000000.0,26.0,0.45454545454545453,9.977777777777778,7.177777777777778,4.711111111111111,1.5555555555555556,0.37777777777777777,27.68888888888889,0.0,0.0,203901.0,PG,0.5,1.2,1.7,0.065,-0.4,0.4,0.0,0.6,2019-20
89,Jordan Clarkson,2020,13000000.0,28.0,0.5420991926182238,15.183098591549296,1.9154929577464788,2.6338028169014085,0.647887323943662,0.22535211267605634,24.014084507042252,0.0,0.0,203903.0,SG,2.4,1.0,3.4,0.096,2.4,-1.3,1.1,1.3,2019-20
90,Jordan Clarkson,2023,18333333.33333333,31.0,0.5193986420950534,20.83606557377049,4.426229508196721,4.032786885245901,0.5409836065573771,0.21311475409836064,32.59016393442623,0.0,0.0,203903.0,SG,0.9,0.8,1.7,0.042,1.0,-2.4,-1.4,0.3,2022-23
91,Gary Harris,2022,13000000.0,27.0,0.538878842676311,11.131147540983607,1.7704918032786885,2.0,0.9672131147540983,0.14754098360655737,28.360655737704917,0.0,0.0,203914.0,SG,1.1,1.0,2.2,0.06,-2.0,-0.4,-2.4,-0.2,2021-22
92,Spencer Dinwiddie,2021,20666666.666666668,28.0,0.4375,6.666666666666667,3.0,4.333333333333333,0.6666666666666666,0.3333333333333333,21.333333333333332,0.0,0.0,203915.0,SG,0.0,0.1,0.1,0.045,-2.4,2.6,0.2,0.0,2020-21
93,Rodney Hood,2020,10500000.0,27.0,0.6075581395348837,10.952380952380953,1.5238095238095237,3.4285714285714284,0.8095238095238095,0.19047619047619047,29.476190476190474,0.0,0.0,203918.0,SF,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2,2019-20
94,Khem Birch,2021,6666666.666666667,28.0,0.5144736842105263,7.1940298507462686,1.328358208955224,5.776119402985074,0.7164179104477612,0.746268656716418,22.82089552238806,0.0,0.0,203920.0,C,2.3,1.4,3.8,0.118,-1.0,0.1,-1.0,0.4,2020-21
95,Jerami Grant,2020,20000000.0,26.0,0.555205047318612,11.985915492957746,1.2394366197183098,3.492957746478873,0.704225352112676,0.8028169014084507,26.64788732394366,0.0,0.0,203924.0,PF,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,2019-20
96,Jerami Grant,2023,32000000.0,29.0,0.5542168674698795,20.476190476190474,2.380952380952381,4.492063492063492,0.8095238095238095,0.8412698412698413,35.65079365079365,0.0,0.0,203924.0,PF,3.1,1.0,4.1,0.087,1.2,-1.4,-0.2,1.0,2022-23
97,Joe Harris,2020,18750000.0,28.0,0.5956632653061225,14.46376811594203,2.0869565217391304,4.318840579710145,0.5942028985507246,0.2463768115942029,30.768115942028984,0.0,0.0,203925.0,SF,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,2019-20
98,Doug McDermott,2021,14000000.0,29.0,0.6157894736842106,13.621212121212121,1.2878787878787878,3.3484848484848486,0.30303030303030304,0.09090909090909091,24.53030303030303,0.0,0.0,203926.0,PF,3.1,0.7,3.8,0.112,1.4,-2.0,-0.6,0.6,2020-21
99,Kyle Anderson,2022,9000000.0,28.0,0.4840085287846482,7.550724637681159,2.652173913043478,5.333333333333333,1.1159420289855073,0.6521739130434783,21.507246376811594,0.0,0.0,203937.0,PF,1.0,2.5,3.5,0.113,-0.9,2.1,1.2,1.2,2021-22
103,Joe Ingles,2022,6500000.0,34.0,0.5403508771929825,7.222222222222222,3.511111111111111,2.911111111111111,0.5111111111111111,0.1111111111111111,24.933333333333334,0.0,0.0,204060.0,SF,1.3,0.9,2.2,0.094,-0.7,0.5,-0.3,0.5,2021-22
104,Joe Ingles,2023,11000000.0,35.0,0.6028225806451613,6.891304347826087,3.260869565217391,2.782608695652174,0.717391304347826,0.13043478260869565,22.695652173913043,0.0,0.0,204060.0,SF,1.1,1.2,2.3,0.107,-1.6,0.8,-0.7,0.3,2022-23
105,T.J. McConnell,2021,8800000.0,29.0,0.5744897959183674,8.63768115942029,6.608695652173913,3.710144927536232,1.855072463768116,0.3333333333333333,26.028985507246375,0.0,0.0,204456.0,PG,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,2020-21
106,Tyus Jones,2022,15000000.0,26.0,0.5235507246376812,8.657534246575343,4.438356164383562,2.410958904109589,0.9041095890410958,0.0273972602739726,21.21917808219178,0.0,0.0,1626145.0,PG,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,2021-22
107,Montrezl Harrell,2020,9500000.0,26.0,0.5800492610837439,18.61904761904762,1.6984126984126984,7.063492063492063,0.6190476190476191,1.1428571428571428,27.761904761904763,0.0,0.0,1626149.0,C,4.4,2.5,7.0,0.191,2.5,0.5,2.9,2.2,2019-20
108,Delon Wright,2022,8000000.0,30.0,0.5353159851301115,4.441558441558442,2.4415584415584415,2.857142857142857,1.2077922077922079,0.24675324675324675,18.87012987012987,0.0,0.0,1626153.0,SG,2.2,1.5,3.6,0.121,-0.2,2.4,2.2,1.6,2021-22
109,D'Angelo Russell,2023,18500000.0,27.0,0.5717299578059072,17.788732394366196,6.154929577464789,3.028169014084507,0.9859154929577465,0.4084507042253521,32.45070422535211,0.0,0.0,1626156.0,PG,3.1,1.9,5.1,0.106,2.1,-0.7,1.5,2.0,2022-23
110,Richaun Holmes,2021,13750000.0,27.0,0.6382608695652174,14.245901639344263,1.6557377049180328,8.262295081967213,0.639344262295082,1.5737704918032787,29.19672131147541,0.0,0.0,1626158.0,C,4.7,1.4,6.1,0.165,0.6,0.0,0.6,1.2,2020-21
111,Willie Cauley-Stein,2020,4100000.0,26.0,0.5794701986754967,7.222222222222222,1.2962962962962963,5.833333333333333,0.9074074074074074,1.1296296296296295,20.314814814814813,0.0,0.0,1626161.0,C,1.5,1.5,2.9,0.128,-1.2,1.7,0.5,0.7,2019-20
112,Kelly Oubre Jr.,2021,12500000.0,25.0,0.5013812154696132,15.436363636363636,1.3272727272727274,5.9818181818181815,1.0363636363636364,0.7636363636363637,30.69090909090909,0.0,0.0,1626162.0,SF,0.0,2.2,2.2,0.062,-1.4,-0.5,-1.9,0.0,2020-21
113,Cameron Payne,2021,6333333.333333333,26.0,0.5759493670886076,8.416666666666666,3.6166666666666667,2.4,0.6,0.26666666666666666,17.983333333333334,0.0,0.0,1626166.0,PG,2.4,1.2,3.6,0.158,2.1,1.0,3.1,1.4,2020-21
114,Trey Lyles,2021,2500000.0,25.0,0.5555555555555556,5.0,0.6086956521739131,3.739130434782609,0.2608695652173913,0.043478260869565216,15.565217391304348,0.0,0.0,1626168.0,PF,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0.0,2020-21
115,Trey Lyles,2023,8000000.0,27.0,0.5649509803921569,7.594594594594595,0.8918918918918919,4.054054054054054,0.36486486486486486,0.4189189189189189,16.85135135135135,0.0,0.0,1626168.0,PF,1.4,1.2,2.6,0.098,0.0,-0.9,-1.0,0.3,2022-23
116,Bobby Portis,2020,3750000.0,25.0,0.5067911714770797,10.121212121212121,1.4848484848484849,5.121212121212121,0.48484848484848486,0.2727272727272727,21.12121212121212,0.0,0.0,1626171.0,PF,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,2019-20
117,Bobby Portis,2021,4500000.0,26.0,0.5852842809364549,11.424242424242424,1.0757575757575757,7.0606060606060606,0.7878787878787878,0.3939393939393939,20.78787878787879,0.0,0.0,1626171.0,C,2.8,2.0,4.8,0.167,1.8,-0.4,1.5,1.2,2020-21
118,Bobby Portis,2022,12250000.0,27.0,0.5551090700344432,14.61111111111111,1.1944444444444444,9.125,0.7361111111111112,0.7083333333333334,28.166666666666668,0.0,0.0,1626171.0,C,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,2021-22
119,Kevon Looney,2022,8500000.0,26.0,0.5714285714285714,5.987804878048781,2.0121951219512195,7.2682926829268295,0.6097560975609756,0.6341463414634146,21.121951219512194,0.0,0.0,1626172.0,C,3.5,3.2,6.8,0.187,-0.9,1.7,0.9,1.3,2021-22
120,Christian Wood,2020,13666666.666666666,24.0,0.6200787401574803,13.064516129032258,0.967741935483871,6.290322580645161,0.5483870967741935,0.8709677419354839,21.370967741935484,0.0,0.0,1626174.0,PF,3.6,1.5,5.1,0.183,3.5,-0.3,3.1,1.7,2019-20
121,Norman Powell,2021,18000000.0,28.0,0.5702614379084967,18.594202898550726,1.8695652173913044,3.1159420289855073,1.1884057971014492,0.2608695652173913,31.971014492753625,0.0,0.0,1626181.0,SG-SF,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,2020-21
122,Pat Connaughton,2020,5333333.333333333,27.0,0.5465116279069767,5.373134328358209,1.5970149253731343,4.2388059701492535,0.373134328358209,0.4626865671641791,18.55223880597015,0.0,0.0,1626192.0,SG,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,2019-20
123,Josh Richardson,2023,3000000.0,29.0,0.5279783393501805,10.061538461538461,2.6769230769230767,2.6923076923076925,1.0615384615384615,0.3076923076923077,23.53846153846154,0.0,0.0,1626196.0,SG,0.6,1.1,1.8,0.055,-1.0,-0.1,-1.2,0.3,2022-23
124,Malik Beasley,2020,15000000.0,23.0,0.5252808988764045,11.181818181818182,1.3636363636363635,2.690909090909091,0.7272727272727273,0.14545454545454545,21.98181818181818,0.0,0.0,1627736.0,SG,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0,2019-20
125,Kris Dunn,2020,5000000.0,26.0,0.4868421052631579,7.313725490196078,3.392156862745098,3.6470588235294117,1.9803921568627452,0.3333333333333333,24.88235294117647,0.0,0.0,1627739.0,PG,0.3,2.0,2.3,0.085,-3.8,3.1,-0.6,0.4,2019-20
126,Brandon Ingram,2020,31600000.0,22.0,0.531021897810219,23.822580645161292,4.17741935483871,6.129032258064516,0.9838709677419355,0.6129032258064516,33.91935483870968,1.0,0.0,1627742.0,PF,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,2019-20
127,Caris LeVert,2023,16000000.0,28.0,0.5168463611859838,12.121621621621621,3.8783783783783785,3.810810810810811,0.972972972972973,0.32432432432432434,30.22972972972973,0.0,0.0,1627747.0,SG,1.4,3.1,4.4,0.095,-1.0,0.8,-0.2,1.0,2022-23
128,Jakob Poeltl,2020,9000000.0,24.0,0.6240601503759399,5.636363636363637,1.7575757575757576,5.681818181818182,0.5606060606060606,1.4393939393939394,17.742424242424242,0.0,0.0,1627751.0,C,2.4,1.6,4.0,0.163,0.5,2.0,2.5,1.3,2019-20
129,Jakob Poeltl,2023,20000000.0,27.0,0.6294498381877023,12.458333333333334,2.736111111111111,9.069444444444445,0.9166666666666666,1.1944444444444444,26.47222222222222,0.0,0.0,1627751.0,C,3.7,2.2,6.0,0.15,1.1,0.8,1.9,1.9,2022-23
130,Taurean Prince,2023,4500000.0,29.0,0.5646437994722955,9.12962962962963,1.5555555555555556,2.4444444444444446,0.5185185185185185,0.2777777777777778,22.09259259259259,0.0,0.0,1627752.0,PF,0.3,1.0,1.3,0.052,-2.6,-0.6,-3.3,-0.4,2022-23
131,Denzel Valentine,2020,4700000.0,26.0,0.5063291139240507,6.833333333333333,1.1944444444444444,2.0555555555555554,0.7222222222222222,0.16666666666666666,13.555555555555555,0.0,0.0,1627756.0,SF,-0.1,0.6,0.5,0.048,-0.8,0.2,-0.6,0.2,2019-20
132,Georges Niang,2021,3350000.0,28.0,0.5901234567901235,6.944444444444445,0.8194444444444444,2.4444444444444446,0.3472222222222222,0.1111111111111111,16.02777777777778,0.0,0.0,1627777.0,PF,1.2,1.4,2.6,0.108,-0.4,0.1,-0.3,0.5,2020-21
133,Georges Niang,2023,8666666.666666666,30.0,0.5956175298804781,8.166666666666666,0.9871794871794872,2.371794871794872,0.38461538461538464,0.1794871794871795,19.384615384615383,0.0,0.0,1627777.0,PF,1.1,1.4,2.5,0.078,-0.4,-1.0,-1.4,0.2,2022-23
134,Gary Payton II,2022,9333333.333333334,29.0,0.6787790697674418,7.070422535211268,0.9014084507042254,3.4788732394366195,1.352112676056338,0.30985915492957744,17.577464788732396,0.0,0.0,1627780.0,SG,2.5,2.6,5.2,0.199,0.3,3.4,3.7,1.8,2021-22
135,Furkan Korkmaz,2021,5000000.0,23.0,0.5200471698113207,9.10909090909091,1.490909090909091,2.0545454545454547,0.8909090909090909,0.16363636363636364,19.30909090909091,0.0,0.0,1627788.0,SG,0.6,1.5,2.0,0.092,-0.3,0.2,-0.1,0.5,2020-21
137,Fred VanVleet,2020,21250000.0,26.0,0.5071151358344114,17.62962962962963,6.611111111111111,3.759259259259259,1.8518518518518519,0.3148148148148148,35.7037037037037,0.0,0.0,1627832.0,SG,2.8,3.1,5.8,0.145,1.3,1.4,2.7,2.3,2019-20
138,Fred VanVleet,2023,43333333.333333336,29.0,0.48606115107913667,19.347826086956523,7.173913043478261,4.057971014492754,1.7826086956521738,0.5507246376811594,36.73913043478261,0.0,0.0,1627832.0,PG,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9,2022-23
139,Abdel Nader,2021,2100000.0,27.0,0.5689655172413793,6.666666666666667,0.7916666666666666,2.5833333333333335,0.4166666666666667,0.375,14.791666666666666,0.0,0.0,1627846.0,SF,0.3,0.4,0.7,0.095,-1.0,1.0,0.0,0.2,2020-21
140,Danuel House Jr.,2022,4250000.0,29.0,0.5151515151515151,5.904761904761905,1.0476190476190477,2.642857142857143,0.5,0.40476190476190477,17.30952380952381,0.0,0.0,1627863.0,SF,0.4,0.7,1.0,0.068,-1.3,0.2,-1.1,0.2,2021-22
141,Derrick Jones Jr.,2020,9500000.0,23.0,0.5802292263610315,8.474576271186441,1.0508474576271187,3.9491525423728815,0.9830508474576272,0.6440677966101694,23.305084745762713,0.0,0.0,1627884.0,SF,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0,2019-20
142,Derrick Jones Jr.,2022,3300000.0,25.0,0.5897435897435898,5.607843137254902,0.5882352941176471,3.3137254901960786,0.49019607843137253,0.6470588235294118,17.627450980392158,0.0,0.0,1627884.0,PF,1.4,0.8,2.2,0.119,-1.5,0.5,-0.9,0.2,2021-22
143,Alex Caruso,2021,37000000.0,27.0,0.5262295081967213,6.379310344827586,2.7586206896551726,2.9310344827586206,1.103448275862069,0.25862068965517243,20.96551724137931,0.0,0.0,1627936.0,PG,0.3,2.1,2.4,0.095,-2.5,2.5,0.0,0.6,2020-21
144,David Nwaba,2021,5000000.0,28.0,0.5252293577981652,9.2,1.0333333333333334,3.933333333333333,1.0,0.7,22.633333333333333,0.0,0.0,1628021.0,SF,0.7,0.6,1.3,0.094,-1.4,0.6,-0.8,0.2,2020-21
145,Lonzo Ball,2021,21250000.0,23.0,0.5371428571428571,14.581818181818182,5.745454545454545,4.781818181818182,1.490909090909091,0.5636363636363636,31.763636363636362,0.0,0.0,1628366.0,PG,1.5,1.7,3.2,0.089,1.4,0.3,1.7,1.6,2020-21
146,Malik Monk,2022,9500000.0,24.0,0.5780871670702179,13.789473684210526,2.8684210526315788,3.3684210526315788,0.8026315789473685,0.3815789473684211,28.13157894736842,0.0,0.0,1628370.0,SG,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8,2021-22
147,Lauri Markkanen,2021,16750000.0,24.0,0.5940499040307101,13.627450980392156,0.8823529411764706,5.254901960784314,0.5098039215686274,0.29411764705882354,25.823529411764707,0.0,0.0,1628374.0,PF,1.7,1.3,3.0,0.109,1.0,-0.9,0.1,0.7,2020-21
149,John Collins,2021,25000000.0,23.0,0.6102464332036317,17.634920634920636,1.2380952380952381,7.412698412698413,0.5396825396825397,1.0,29.333333333333332,0.0,0.0,1628381.0,PF,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,2020-21
150,Jarrett Allen,2021,20000000.0,23.0,0.6244813278008299,12.793650793650794,1.6825396825396826,10.015873015873016,0.5079365079365079,1.4285714285714286,29.58730158730159,0.0,0.0,1628386.0,C,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,2020-21
151,Isaiah Hartenstein,2022,8000000.0,24.0,0.644808743169399,8.279411764705882,2.3529411764705883,4.882352941176471,0.7352941176470589,1.1323529411764706,17.88235294117647,0.0,0.0,1628392.0,C,3.3,2.2,5.5,0.215,1.4,3.1,4.5,2.0,2021-22
152,Kyle Kuzma,2023,25500000.0,27.0,0.5183887915936952,21.203125,3.734375,7.234375,0.5625,0.453125,34.984375,0.0,0.0,1628398.0,PF,-1.0,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2,2022-23
153,Josh Hart,2021,12666666.666666666,26.0,0.5305232558139535,9.23404255319149,2.3191489361702127,8.02127659574468,0.8085106382978723,0.2553191489361702,28.72340425531915,0.0,0.0,1628404.0,SF,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4,2020-21
154,Dillon Brooks,2023,20000000.0,27.0,0.46770938446014126,14.342465753424657,2.589041095890411,3.3424657534246576,0.8904109589041096,0.2191780821917808,30.328767123287673,0.0,0.0,1628415.0,SF,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1,2022-23
155,Thomas Bryant,2023,2700000.0,25.0,0.6585365853658537,9.813559322033898,0.5254237288135594,5.745762711864407,0.2711864406779661,0.5084745762711864,18.338983050847457,0.0,0.0,1628418.0,C,2.7,1.4,4.1,0.183,1.1,-0.5,0.6,0.7,2022-23
156,Damyean Dotson,2020,2000000.0,26.0,0.5155172413793103,6.6875,1.1875,1.8958333333333333,0.4791666666666667,0.08333333333333333,17.416666666666668,0.0,0.0,1628422.0,SG,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.4,0.1,2019-20
157,Sterling Brown,2021,3100000.0,26.0,0.5835820895522388,8.156862745098039,1.411764705882353,4.392156862745098,0.7450980392156863,0.23529411764705882,24.098039215686274,0.0,0.0,1628425.0,SG,1.0,0.8,1.8,0.071,-1.6,0.0,-1.6,0.1,2020-21
158,Chris Boucher,2020,6750000.0,27.0,0.5351170568561873,6.629032258064516,0.41935483870967744,4.467741935483871,0.3548387096774194,0.9838709677419355,13.209677419354838,0.0,0.0,1628449.0,C,2.1,1.8,3.8,0.224,1.0,1.0,2.0,0.8,2019-20
159,Chris Boucher,2022,11766666.666666666,29.0,0.5233968804159446,9.425,0.3125,6.175,0.6125,0.9375,21.125,0.0,0.0,1628449.0,SF,3.5,2.4,6.0,0.169,0.5,-0.4,0.1,0.9,2021-22
160,Daniel Theis,2021,9000000.0,29.0,0.5933476394849786,9.646153846153846,1.6615384615384616,5.476923076923077,0.6307692307692307,0.8769230769230769,24.630769230769232,0.0,0.0,1628464.0,C,2.4,1.8,4.3,0.128,-0.7,0.7,0.0,0.8,2020-21
161,Torrey Craig,2021,5000000.0,30.0,0.566079295154185,5.48,0.98,3.94,0.56,0.54,16.06,0.0,0.0,1628470.0,SF,1.1,1.1,2.2,0.133,-0.3,0.7,0.4,0.5,2020-21
162,Marvin Bagley III,2022,12333333.333333334,23.0,0.5302690582959642,11.25,0.75,7.041666666666667,0.4583333333333333,0.375,23.875,0.0,0.0,1628963.0,PF,1.2,0.9,2.0,0.084,-0.5,-1.8,-2.3,-0.1,2021-22
163,Mo Bamba,2022,10500000.0,24.0,0.56645056726094,10.647887323943662,1.1971830985915493,8.056338028169014,0.5352112676056338,1.6619718309859155,25.690140845070424,0.0,0.0,1628964.0,C,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,2021-22
164,Keita Bates-Diop,2023,2500000.0,27.0,0.567741935483871,9.656716417910447,1.537313432835821,3.701492537313433,0.6865671641791045,0.29850746268656714,21.686567164179106,0.0,0.0,1628966.0,PF,2.1,0.6,2.7,0.089,0.3,-0.9,-0.6,0.5,2022-23
166,Bruce Brown,2021,4700000.0,24.0,0.5756501182033097,8.815384615384616,1.6,5.369230769230769,0.8923076923076924,0.4307692307692308,22.323076923076922,0.0,0.0,1628971.0,PG,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,2020-21
167,Bruce Brown,2022,6500000.0,25.0,0.5434782608695652,8.98611111111111,2.0555555555555554,4.791666666666667,1.0694444444444444,0.7222222222222222,24.63888888888889,0.0,0.0,1628971.0,SF,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,2021-22
168,Bruce Brown,2023,22500000.0,26.0,0.5445344129554656,11.5375,3.35,4.1,1.0875,0.6375,28.4875,0.0,0.0,1628971.0,SF,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9,2022-23
169,Troy Brown Jr.,2023,4000000.0,23.0,0.5451612903225806,7.118421052631579,1.25,4.052631578947368,0.7763157894736842,0.21052631578947367,24.473684210526315,0.0,0.0,1628972.0,SF,1.0,2.0,2.9,0.075,-1.8,0.8,-1.0,0.5,2022-23
170,Jalen Brunson,2022,26000000.0,25.0,0.5486111111111112,16.265822784810126,4.772151898734177,3.911392405063291,0.8354430379746836,0.0379746835443038,31.949367088607595,0.0,0.0,1628973.0,SG,4.9,2.7,7.5,0.143,0.9,0.0,0.9,1.9,2021-22
171,Jevon Carter,2023,6666666.666666667,27.0,0.5486725663716814,8.037037037037036,2.432098765432099,2.493827160493827,0.8148148148148148,0.35802469135802467,22.37037037037037,0.0,0.0,1628975.0,PG,1.2,2.3,3.5,0.092,-1.9,1.2,-0.6,0.6,2022-23
172,Hamidou Diallo,2021,5200000.0,22.0,0.5063829787234042,11.615384615384615,1.9423076923076923,5.230769230769231,0.7884615384615384,0.46153846153846156,23.576923076923077,0.0,0.0,1628977.0,SG-SF,0.3,1.3,1.6,0.063,-2.2,0.1,-2.1,0.0,2020-21
173,Donte DiVincenzo,2022,4650000.0,25.0,0.46130952380952384,9.047619047619047,2.8095238095238093,4.0476190476190474,1.1428571428571428,0.19047619047619047,23.928571428571427,0.0,0.0,1628978.0,SG,-0.1,0.9,0.7,0.035,-1.8,-0.5,-2.3,-0.1,2021-22
