,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
175,1629001,2019-20,00,1610612763,MEM,22.0,60,8,1167.0,161,401,0.401,40,140,0.286,93,121,0.769,43,177,220,175,77,20,84,109,455
176,1629003,2022-23,00,1610612755,PHI,26.0,76,11,1567.0,241,503,0.479,56,148,0.378,99,116,0.853,39,152,191,240,25,13,94,123,637
177,1629011,2021-22,00,1610612752,NYK,24.0,72,62,1848.0,261,343,0.761,0,0,0.0,88,181,0.486,295,322,617,38,58,133,60,195,610
178,1629014,2021-22,00,1610612757,POR,23.0,57,30,1681.0,353,797,0.443,179,442,0.405,103,116,0.888,26,125,151,221,30,6,115,110,988
179,1629018,2020-21,00,0,TOT,22.0,58,38,1802.0,320,785,0.408,165,429,0.385,83,106,0.783,27,125,152,80,56,10,43,92,888
180,1629020,2020-21,00,1610612750,MIN,22.0,64,30,1139.0,143,236,0.606,1,5,0.2,57,102,0.559,118,250,368,76,64,46,53,123,344
181,1629022,2021-22,00,1610612759,SAS,23.0,70,6,1612.0,311,764,0.407,111,353,0.314,116,148,0.784,18,163,181,152,44,19,71,98,849
182,1629028,2021-22,00,1610612756,PHX,23.0,58,58,1713.0,442,697,0.634,7,19,0.368,106,142,0.746,149,444,593,84,40,40,91,142,997
183,1629060,2022-23,00,0,TOT,25.0,63,9,1466.0,284,584,0.486,51,160,0.319,88,119,0.739,53,230,283,58,19,26,53,72,707
184,1629111,2022-23,00,1610612756,PHX,27.0,69,4,979.0,178,337,0.528,21,84,0.25,79,105,0.752,119,161,280,68,16,30,59,126,456
185,1629130,2020-21,00,1610612748,MIA,27.0,72,72,2262.0,315,717,0.439,250,613,0.408,62,75,0.827,7,243,250,127,43,20,81,181,942
186,1629134,2020-21,00,1610612748,MIA,25.0,56,44,1650.0,319,658,0.485,122,320,0.381,56,60,0.933,21,158,179,148,52,14,80,108,816
187,1629216,2020-21,00,1610612748,MIA,25.0,50,7,655.0,88,233,0.378,46,149,0.309,20,23,0.87,10,46,56,67,21,2,34,79,242
188,1629216,2022-23,00,1610612748,MIA,27.0,68,34,1759.0,228,567,0.402,117,350,0.334,68,78,0.872,27,118,145,167,62,5,92,154,641
189,1629234,2019-20,00,1610612759,SAS,23.0,22,3,272.0,43,67,0.642,1,1,1.0,20,26,0.769,28,57,85,15,5,17,21,37,107
190,1629599,2021-22,00,1610612746,LAC,25.0,69,30,1567.0,211,466,0.453,96,254,0.378,101,117,0.863,26,171,197,124,38,15,45,87,619
191,1629622,2020-21,00,1610612748,MIA,25.0,39,0,507.0,85,187,0.455,50,148,0.338,16,24,0.667,5,36,41,24,11,2,8,43,236
192,1629622,2022-23,00,1610612748,MIA,27.0,80,33,2272.0,324,790,0.41,197,563,0.35,78,89,0.876,49,209,258,171,42,12,70,166,923
193,1629632,2022-23,00,1610612741,CHI,23.0,74,2,1730.0,263,594,0.443,128,344,0.372,61,70,0.871,16,196,212,204,54,6,74,122,715
194,1629638,2022-23,00,0,TOT,24.0,59,3,884.0,131,295,0.444,61,159,0.384,40,60,0.667,15,86,101,108,32,21,55,88,363
195,1629652,2021-22,00,1610612760,OKC,23.0,51,51,1665.0,293,726,0.404,130,391,0.332,161,191,0.843,38,174,212,88,46,18,88,149,877
196,1629659,2020-21,00,1610612747,LAL,20.0,65,4,1304.0,224,489,0.458,37,131,0.282,100,129,0.775,25,144,169,181,63,21,105,127,585
197,1629660,2022-23,00,1610612744,GSW,25.0,45,2,816.0,118,242,0.488,35,90,0.389,38,41,0.927,7,71,78,135,23,5,30,64,309
198,1629661,2022-23,00,0,TOT,27.0,42,41,1200.0,223,474,0.47,103,255,0.404,101,120,0.842,34,151,185,78,50,14,37,83,650
199,1629667,2022-23,00,0,TOT,25.0,80,24,1913.0,281,617,0.455,77,232,0.332,116,138,0.841,63,283,346,130,83,34,93,209,755
200,1629667,2022-23,00,0,TOT,25.0,80,24,1913.0,281,617,0.455,77,232,0.332,116,138,0.841,63,283,346,130,83,34,93,209,755
201,1629684,2022-23,00,1610612738,BOS,24.0,79,23,2045.0,216,476,0.454,115,291,0.395,94,122,0.77,87,276,363,131,41,31,82,192,641
202,1629723,2019-20,00,1610612763,MEM,24.0,19,0,181.0,24,37,0.649,5,10,0.5,1,2,0.5,18,29,47,22,7,3,7,7,54
203,1630200,2022-23,00,1610612759,SAS,23.0,68,65,1984.0,341,743,0.459,45,158,0.285,148,172,0.86,56,189,245,448,89,9,110,98,875
204,1630256,2021-22,00,1610612745,HOU,26.0,78,77,2056.0,363,729,0.498,63,202,0.312,130,184,0.707,135,285,420,222,72,41,139,286,919
205,1630529,2022-23,00,1610612740,NOP,24.0,66,66,1951.0,235,501,0.469,56,167,0.335,123,161,0.764,97,172,269,162,103,42,88,208,649
206,1630559,2022-23,00,1610612747,LAL,25.0,64,22,1843.0,259,490,0.529,86,216,0.398,229,265,0.864,33,160,193,215,33,19,99,108,833
207,1630572,2022-23,00,0,TOT,24.0,43,7,660.0,97,230,0.422,30,99,0.303,39,57,0.684,70,115,185,62,14,12,35,52,263
